source_row_id,source_name,platform,record_type,text,brand,created_at,date,hour,weekday,time_slot,like_count,comment_count,share_count,view_count,engagement_total,engagement_rate,comment_depth,share_rate,sentiment_label,sentiment_score,risk_group,risk_keyword_flag,content_pillar,caption_length,is_phuc_long,rank_score
2759,facebook_posts_clean.csv,facebook,post,"KATINAT CHÍNH THỨC RA MẮT PHONG VỊ MỚI MATCHA BẮP-BI! 🌽

Chắt chiu từ những trái bắp vàng ươm, mọng sữa đang độ mùa chính vụ, cùng cảm hứng trong ký ức thân thuộc ngày ngày rong ruổi dạo chơi của Bắp-bi bên cánh đồng, KATINAT mở ra hành trình chinh phục phong vị mới, chính thức cho ra mắt Matcha Bắp-bi từ 25.03.2026.

Hành trình thưởng thức Matcha Bắp-bi mở đầu với sữa bắp ngọt tự nhiên, sánh mịn và béo thơm quen thuộc. Tầng trên là lớp foam matcha Nhật Bản, thu hoạch từ vùng Shizuoka, đậm vị umami mượt mà, nốt hạt dẻ rang bùi nhẹ kéo dài. Trân Châu Bắp dẻo dai khép lại hành trình thưởng thức nhẹ nhàng, đầy lưu luyến. 💞

🌽  Mời Katies ghé KATINAT trải nghiệm Matcha Bắp-bi và cảm nhận phong vị mới vừa quen vừa lạ từ 25.03.2026 nhé!",katinat,2026-03-23 09:47:31,2026-03-23,9.0,Monday,morning_6_11,16123,673,209,,17005,,0.039576595119082625,,positive,4,app_payment_promotion|taste_quality,True,di_san_chat_luong,740,False,17025.0
650,tiktok_videos_clean.csv,tiktok,post,,katinat,2025-03-26 19:59:45,2025-03-26,19.0,Wednesday,evening_18_22,14700,108,587,239000.0,15395,0.0644142259414226,0.007015264696329977,0.0024560669456066947,neutral,0,none,False,other,0,False,15634.0
713,tiktok_videos_clean.csv,tiktok,post,,katinat,2024-10-30 11:11:53,2024-10-30,11.0,Wednesday,lunch_11_14,10700,277,3961,572600.0,14938,0.0260880195599022,0.018543312357745347,0.006917568983583654,neutral,0,none,False,other,0,False,15510.6
108,tiktok_videos_clean.csv,tiktok,post,,highlands,2025-08-01 14:20:18,2025-08-01,14.0,Friday,afternoon_14_18,3852,133,757,10700000.0,4742,0.00044317757009345796,0.028047237452551665,7.074766355140187e-05,neutral,0,none,False,other,0,False,15442.0
78,tiktok_videos_clean.csv,tiktok,post,,highlands,2025-11-30 20:00:00,2025-11-30,20.0,Sunday,evening_18_22,1871,95,280,12900000.0,2246,0.00017410852713178293,0.04229741763134461,2.1705426356589146e-05,neutral,0,none,False,other,0,False,15146.0
1511,facebook_posts_clean.csv,facebook,post,"🎉Mừng Việt Nam Vô địch 🎉

Phúc Long xin phép tặng deal Mua 1 Tặng 1 trên Grabfood ngày 06/01.",phuc_long,2025-01-05 16:14:38,2025-01-05,16.0,Sunday,afternoon_14_18,12005,2825,253,,15083,,0.18729695683882516,,positive,2,none,False,khuyen_mai_minigame,93,True,15093.0
495,tiktok_videos_clean.csv,tiktok,post,,highlands,2024-08-16 12:32:59,2024-08-16,12.0,Friday,lunch_11_14,9194,121,777,4600000.0,10092,0.002193913043478261,0.01198969480776853,0.00016891304347826087,neutral,0,none,False,other,0,False,14692.0
19,facebook_posts_clean.csv,facebook,post,"KATINAT CHÍNH THỨC RA MẮT PHONG VỊ MỚI COCO MATCHA! 🥥

Tinh tuyển từ dư vị trăm năm Nhật Bản trứ danh, Matcha KATINAT tiếp tục mở ra một hành trình chinh phục phong vị mới, vừa quen vừa lạ với Coco Matcha, chính thức ra mắt từ 11.04.2026 ✨

Coco Matcha ngon nhất khi Katies thưởng thức trực tiếp từ miệng ly, để cảm nhận lớp foam Matcha bồng bềnh, mịn mướt mang tầng vị Umami béo mượt của Matcha từ vùng Shizuoka, Nhật Bản, cùng hậu vị hạt dẻ rang thơm bùi tan nhẹ ngay đầu lưỡi, tiếp nối cho vị ngọt tự nhiên, dễ chịu từ nước dừa xiêm thanh mát. Điểm xuyết cùng topping Dừa Sợi mềm dẻo với vị nguyên bản từ xứ dừa Bến Tre, khép lại trải nghiệm hài hoà, tròn vị khi thưởng thức. 💚

🥥 Mời Katies ghé KATINAT trải nghiệm Coco Matcha và cảm nhận phong vị Matcha mới mượt mà, thanh mát từ 11.04.2026 nhé!",katinat,2026-04-09 09:01:05,2026-04-09,9.0,Thursday,morning_6_11,14095,406,146,,14647,,0.027718986823240255,,positive,4,app_payment_promotion,True,di_san_chat_luong,800,False,14667.0
456,tiktok_videos_clean.csv,tiktok,post,,highlands,2024-11-27 20:00:00,2024-11-27,20.0,Wednesday,evening_18_22,9612,329,4289,335000.0,14230,0.042477611940298504,0.023120168657765283,0.012802985074626865,neutral,0,none,False,other,0,False,14565.0
255,tiktok_videos_clean.csv,tiktok,post,,highlands,2025-01-25 20:08:59,2025-01-25,20.0,Saturday,evening_18_22,5084,37,420,9000000.0,5541,0.0006156666666666667,0.006677495036996932,4.6666666666666665e-05,neutral,0,none,False,other,0,False,14541.0
3440,facebook_posts_clean.csv,facebook,post,Trải nghiệm Matcha KATINAT chưa các người đẹp ơiii 💚,katinat,2025-03-29 04:16:10,2025-03-29,4.0,Saturday,night_22_6,13976,396,99,,14471,,0.02736507497754129,,positive,1,app_payment_promotion,True,other,52,False,14476.0
105,tiktok_videos_clean.csv,tiktok,post,,highlands,2025-07-15 20:20:03,2025-07-15,20.0,Tuesday,evening_18_22,2361,38,272,11700000.0,2671,0.0002282905982905983,0.01422688131785848,2.3247863247863247e-05,neutral,0,none,False,other,0,False,14371.0
557,tiktok_videos_clean.csv,tiktok,post,,highlands,2023-12-20 12:05:55,2023-12-20,12.0,Wednesday,lunch_11_14,4913,83,295,8300000.0,5291,0.0006374698795180723,0.015687015687015686,3.5542168674698794e-05,neutral,0,none,False,other,0,False,13591.0
73,facebook_posts_clean.csv,facebook,post,"KATINAT CHÍNH THỨC RA MẮT PHONG VỊ MỚI MÙA HÈ - SỮA CHUA TẰM 

Cảm hứng từ miền ký ức về mùa hè Đà Lạt sau hiên nhà Ngoại, nơi ánh nắng vàng ươm khẽ rơi trên những triền đồi và những lần rong ruổi đuổi theo cánh bướm chao nghiêng theo gió của Tằm cùng nhóm bạn, KATINAT “dệt” nên phong vị mới - Sữa Chua Tằm, chính thức ra mắt từ 14.05.2026! 💜

Sữa Chua Tằm ngon nhất khi được thưởng thức trực tiếp từ miệng ly để cảm nhận trọn vẹn thức quà từ bàn tay ngoại ủ. 
Hành trình vị giác mở đầu với lớp kem mây chanh vàng ngọt dịu, béo nhẹ và vương chút hương tinh dầu chanh tươi mát. Kế tiếp là vị dâu tằm chín mọng được Ngoại chắt chiu ngâm cùng đường phèn, hòa quyện trong sữa chua sánh mịn, thơm béo mang đến tầng vị chua thanh xen chút ngọt nhẹ, tan chậm nơi đầu lưỡi. Tất cả khép lại bằng cảm giác mát lành, như một dư vị mùa hè khiến Katies vấn vương. 🍶

Mời Katies cùng trở về miền ký ức Đà Lạt, ghé KATINAT tận hưởng hương vị mùa hè mát lành với Sữa Chua Tằm từ 14.05.2026 nhé! ✨",katinat,2026-05-12 09:07:59,2026-05-12,9.0,Tuesday,morning_6_11,12310,399,191,,12900,,0.030930232558139537,,positive,2,app_payment_promotion,True,di_san_chat_luong,981,False,12910.0
109,tiktok_videos_clean.csv,tiktok,post,,highlands,2025-08-13 20:13:16,2025-08-13,20.0,Wednesday,evening_18_22,4998,102,408,6900000.0,5508,0.0007982608695652174,0.018518518518518517,5.91304347826087e-05,neutral,0,none,False,other,0,False,12408.0
472,tiktok_videos_clean.csv,tiktok,post,,highlands,2024-10-30 10:30:56,2024-10-30,10.0,Wednesday,morning_6_11,3306,20,268,8700000.0,3594,0.0004131034482758621,0.005564830272676683,3.080459770114942e-05,neutral,0,none,False,other,0,False,12294.0
3207,facebook_posts_clean.csv,facebook,post,"KATINAT CHÍNH THỨC RA MẮT BỘ SƯU TẬP LY “ĐI GIỮA TRỜI TỰ DO” 🕊️

KATINAT tự hào là thương hiệu Việt, được sinh ra từ chính mảnh đất nơi “Triệu trái tim - Một bầu trời - Cùng chung khát vọng” đang hướng về ngày trọng đại của đất nước - kỷ niệm 80 năm Cách mạng Tháng Tám thành công và Quốc khánh nước Cộng hoà Xã hội Chủ nghĩa Việt Nam. 🇻🇳

Bộ Sưu Tập Ly “Đi Giữa Trời Tự Do” mang sắc đỏ tự hào với 03 phiên bản đặc biệt phác họa các địa danh mang tính biểu tượng của 3 miền Bắc – Trung – Nam. Hình ảnh chú chim Bồ Câu biểu trưng cho khát vọng tự do, hoà bình cùng những nét vẽ Lá Trà và Hạt Cà Phê được lồng ghép tinh tế trên từng chiếc ly, như một dấu ấn nhận diện của KATINAT, tự hào mang nông sản Việt đến gần hơn với khách hàng khắp mọi miền Tổ quốc. 

🇻🇳 Bộ sưu tập Ly “Đi Giữa Trời Tự Do” gồm 3 phiên bản ""Độc Lập"", ""Tự Do"", ""Hạnh Phúc"" sẽ được phục vụ thay thế cho ly size L trên toàn hệ thống KATINAT từ 18/08/2025, các phiên bản ly sẽ được phục vụ ngẫu nhiên, Katies lên lịch đến sở hữu nha!",katinat,2025-08-17 10:20:02,2025-08-17,10.0,Sunday,morning_6_11,10000,1867,374,,12241,,0.15252021893636142,,positive,1,app_payment_promotion,True,di_san_chat_luong,1000,False,12246.0
83,tiktok_videos_clean.csv,tiktok,post,,highlands,2025-10-09 14:05:37,2025-10-09,14.0,Thursday,afternoon_14_18,2544,55,603,8900000.0,3202,0.00035977528089887643,0.017176764522173642,6.775280898876405e-05,neutral,0,none,False,other,0,False,12102.0
115,tiktok_videos_clean.csv,tiktok,post,,highlands,2025-06-17 13:16:23,2025-06-17,13.0,Tuesday,lunch_11_14,2522,37,339,8900000.0,2898,0.0003256179775280899,0.012767425810904072,3.808988764044944e-05,neutral,0,none,False,other,0,False,11798.0
152,tiktok_videos_clean.csv,tiktok,post,,highlands,2025-01-04 11:04:30,2025-01-04,11.0,Saturday,lunch_11_14,1831,5,147,9600000.0,1983,0.0002065625,0.0025214321734745334,1.53125e-05,neutral,0,none,False,other,0,False,11583.0
2900,facebook_posts_clean.csv,facebook,post,"KATINAT CHÍNH THỨC RA MẮT BỘ SƯU TẬP LY LỘC MÃ CẦU MAY 🧧
PHIÊN BẢN GIỚI HẠN TẾT 2026

Lấy cảm hứng từ phong tục xin lộc, cầu may mắn của người Việt ngày Tết và linh vật 2026, KATINAT chính thức ra mắt Bộ Sưu Tập ly Tết “Lộc Mã Cầu May” từ 23/01/2026!
Khoác lên mình sắc hồng nổi bật, Bộ Sưu Tập Ly Lộc Mã Cầu May sẽ được phục vụ trong các thức uống size L, mở màn ra mắt với 03 tạo hình Chú Ngựa cách điệu sinh động, dí dỏm. Mỗi hình tượng Mã đại diện cho những “lộc” may mắn mà KATINAT gửi gắm, hiện thực hóa một năm mới đạt KPI viên mãn cho Katies: Tình Duyên trọn vẹn, Sự Nghiệp thăng tiến, Gia Đạo được an khang.

💖Ly Mã Tơ Duyên mang thông điệp “Tết Ngọ đỏ vận, Duyên phi vào lòng”
💖Ly Mã Phi Mã mang thông điệp “Công việc OK không OT, nặng ví không nặng lòng”
💖Ly Mã Cầu An mang thông điệp “Bính Ngọ mở cửa đón may, gia đình sum vầy!”
Và vẫn còn những “Lộc Mã” may mắn khác với các bất ngờ mùa Tết đang đợi ngày ra mắt, hẹn Katies từ 02/2026!

Thân mời Katies ghé KATINAT từ 23/01/2026 để đón một mùa Tết may mắn với Bộ Sưu Tập ly Tết “Lộc Mã Cầu May”!",katinat,2026-01-20 09:00:21,2026-01-20,9.0,Tuesday,morning_6_11,10580,644,218,,11442,,0.05628386645691313,,positive,2,app_payment_promotion,True,phong_cach_trai_nghiem,1058,False,11452.0
96,tiktok_videos_clean.csv,tiktok,post,,highlands,2025-08-26 19:00:00,2025-08-26,19.0,Tuesday,evening_18_22,4845,87,503,6000000.0,5435,0.0009058333333333334,0.016007359705611776,8.383333333333333e-05,neutral,0,none,False,other,0,False,11435.0
3217,facebook_posts_clean.csv,facebook,post,"KATINAT CHÍNH THỨC RA MẮT TRÀ MÍT MIỆT VƯỜN! 💛

“Hò ờ ơ ớ ơ ơ…
Mít Vàng em xẻ để chia
Nhâm nhi Trà Mít, ai kia vui cùng...”
Chắt chiu từ tinh thần hào sảng, thân thiện và sẻ chia của người miền Tây sông nước, KATINAT “xẻ” ra phong vị mới, sáng tạo từ thức quả thân quen được chọn lọc kỹ lưỡng, chính thức ra mắt Trà Mít Miệt Vườn từ ngày 15/08/2025.

Thức uống gói trọn hương vị miệt vườn miền Tây tươi mới, trên nền trà xanh lài thanh thoát, hòa quyện cùng vị ngọt lành từ mít Thái tận vườn xay nhuyễn và chút chua dịu từ nước ép thơm, tạo nên phong vị hài hòa, dễ chịu. Giữa cái ngọt, chua, thanh cân bằng, topping mít sợi mềm dai tăng thêm phần dậy vị cùng cảm giác nhai vui miệng, mang đến trải nghiệm thưởng thức Trà Mít Miệt Vườn thành khoảnh khắc sẻ chia đầy tiếng cười thân tình rộn rã. ✨

Thương mời “ai kia” ghé KATINAT thưởng thức phong vị mới - Trà Mít Miệt Vườn từ ngày 15/08/2025 nghen!",katinat,2025-08-13 09:13:12,2025-08-13,9.0,Wednesday,morning_6_11,10000,898,166,,11064,,0.08116413593637022,,positive,2,app_payment_promotion,True,di_san_chat_luong,900,False,11074.0
3031,facebook_posts_clean.csv,facebook,post,"🎀 CHÍNH THỨC RA MẮT BỘ ĐÔI “MERRY PISTACHIO” TỪ 22/11/2025! 
MỪNG GIÁNG SINH PHÉP MÀU 🎅🍃

💚 Mỗi thức uống trong bộ đôi Merry Pistachio là một món quà đặc biệt mùa Giáng Sinh mà KATINAT gửi gắm niềm vui và nụ cười đến Katies!

Lần đầu tiên, Hạt Dẻ Cười được kết hợp cùng Trà Xanh Nhài thượng hạng của vùng Tây Bắc trứ danh, mang đến 02 phiên bản thức uống độc đáo tại KATINAT:
🎄Nhài Sữa Dẻ Cười: Điểm xuyết với topping Panna Cotta Hạt Dẻ Cười núng nính, bồng bềnh trên nền kem Hạt Dẻ Cười béo bùi mịn màng, quyện cùng phong vị Trà Sữa Xanh Nhài thanh nhẹ và vị hạt dẻ cười vấn vương nơi hậu vị. 
🎄Dừa Xiêm Dẻ Cười: Hành trình vị giác mới lạ với sự hoà quyện hài hoà giữa nước Dừa Xiêm thanh mát, ngọt lành cùng Trà Xanh Nhài thanh thoát, thuần khiết, điểm chạm đánh thức vị giác là lớp kem Hạt Dẻ Cười mịn màng, hạt dẻ cười tươi ngon, giòn rụm, mang lại cảm giác mượt mà khi thưởng thức.

Bộ Sưu Tập ""Merry Pistachio"" chính thức có mặt tại toàn bộ hệ thống KATINAT ngày 22/11/2025 này, đặt lịch ghé KATINAT thưởng thức và bắt đầu một mùa Giáng Sinh Phép Màu nhiều niềm vui nha Katies ơi! 🥰",katinat,2025-11-20 09:44:29,2025-11-20,9.0,Thursday,morning_6_11,10385,509,129,,11023,,0.046176177084278326,,positive,4,app_payment_promotion,True,di_san_chat_luong,1088,False,11043.0
1629,facebook_posts_clean.csv,facebook,post,"Bí quyết giữ trọn hương vị Trà Phúc Long: Bộ đôi ly giữ nhiệt Phúc Long 700ml cao cấp ✨
⚠️ Ra mắt từ 18.09 với ưu đãi giới hạn đến 27.09.2024!!!

😍 Đáp lại tình yêu của Quý khách hàng muốn thưởng thức Trà đậm vị mọi lúc, Phúc Long ra mắt ""chân ái"" bộ đôi ly giữ nhiệt cao cấp

Với dung tích 710ml, bạn có thể đựng đủ 1 ly trà size L của Phúc Long để thưởng thức ngay với ống hút thông minh hoặc dùng khoá chống tràn, an toàn mang theo bên mình và thưởng thức Phúc Long mọi lúc mọi nơi luôn nha 🤩
Đặc biệt, chiếc charm Phúc Long có thể sử dụng như một chiếc móc khoá thời trang cho bạn tự tin khoe cá tính 🔑👜🎒

Sản phẩm sẽ được ra mắt từ ngày mai 18.09.2024 cùng với cơ hội có 1-0-2! ⏰ trong 1 tuần đầu ra mắt, bạn sẽ sở hữu bình giữ nhiệt Phúc Long 700ml với giá chỉ 199,000đ (giá gốc 314,000đ) gồm 1 Ly Giữ nhiệt cao cấp 710ml & 1 ly size L thuộc BST Kim Cúc Mộc Tê luôn đó 🌼

🛵 Bộ đôi ly giữ nhiệt Phúc Long được bán tại các cửa hàng Phúc Long toàn quốc và kênh giao hàng ShopeeFood với số lượng giới hạn!
Giữ trọn hương vị trà Phúc Long mọi lúc mọi nơi, còn ngại gì không rinh ngay về nhà thôi nào 🙋‍♂️

#PhucLong #KimCucMocTe #Combo199k #LyGiuNhiet700ml",phuc_long,2024-09-17 11:00:08,2024-09-17,11.0,Tuesday,lunch_11_14,4833,5801,371,,11005,,0.5271240345297592,,positive,4,app_payment_promotion|taste_quality,True,di_san_chat_luong,1157,True,11025.0
94,tiktok_videos_clean.csv,tiktok,post,,highlands,2025-09-20 17:59:46,2025-09-20,17.0,Saturday,afternoon_14_18,3006,36,246,7700000.0,3288,0.000427012987012987,0.010948905109489052,3.1948051948051946e-05,neutral,0,none,False,other,0,False,10988.0
3443,facebook_posts_clean.csv,facebook,post,"MATCHA KATINAT – DẤU ẤN ĐỘC ĐÁO TRÊN HÀNH TRÌNH CHINH PHỤC PHONG VỊ MỚI ⭐️

Matcha KATINAT được thu hoạch từ những búp trà non được nuôi dưỡng dưới khí hậu ôn hoà và nguồn nước tinh khiết tại xứ sở Mặt Trời Mọc, qua bàn tay chăm sóc tỉ mỉ, đã tạo nên sắc xanh ngọc lục bảo đặc trưng, giữ trọn hương vị matcha tinh tuý và đậm đà vị Umami.

Lấy cảm hứng từ Iki (粋) – phong thái thẩm mỹ giản dị nhưng đầy chiều sâu của Nhật Bản, KATINAT mang đến hai phiên bản Matcha, mở ra hành trình khám phá hương vị mộc mạc nhưng tinh tế, với:

🍵 Iki Matcha Tàu Hủ - Sự ngọt dịu, thanh thoát của Matcha hòa quyện cùng lớp Tàu Hủ mịn mượt, mát lành mang đến trải nghiệm vị giác mới mẻ với đa tầng hương vị.

🍵 Iki Matcha Latte - Một phiên bản Matcha Latte nguyên bản, hương vị Matcha Nhật Bản ngọt dịu và thanh thoát. Sự kết hợp hài hoà giữa dòng sữa tươi thanh trùng Meiji ôm trọn tầng vị Matcha thượng hạng. Hậu vị hạt dẻ rang bùi nhẹ len lỏi, lưu giữ dư vị tinh tế.

👉 Matcha KATINAT không chỉ là một, mà là hai – tròn vị hơn, tinh tế hơn. Katies chọn hương vị nào hôm nay? Thân mời ""thợ săn"" Matcha đến các cửa hàng trên toàn hệ thống để thưởng thức ngay nhé!",katinat,2025-03-28 02:46:37,2025-03-28,2.0,Friday,night_22_6,10000,822,131,,10953,,0.07504793207340454,,positive,5,app_payment_promotion|taste_quality,True,di_san_chat_luong,1146,False,10978.0
428,tiktok_videos_clean.csv,tiktok,post,,phuc_long,2024-07-29 09:51:23,2024-07-29,9.0,Monday,morning_6_11,6554,116,632,3600000.0,7302,0.0020283333333333334,0.015886058614078335,0.00017555555555555556,neutral,0,none,False,other,0,True,10902.0
532,tiktok_videos_clean.csv,tiktok,post,,highlands,2024-04-24 12:36:48,2024-04-24,12.0,Wednesday,lunch_11_14,4064,42,281,6400000.0,4387,0.00068546875,0.009573740597219056,4.390625e-05,neutral,0,none,False,other,0,False,10787.0
3382,facebook_posts_clean.csv,facebook,post,"CHÍNH THỨC RA MẮT BỘ SƯU TẬP LY GIAO MÙA 🎊

Với mong muốn làm mới những trải nghiệm quen thuộc hàng ngày, KATINAT ra mắt BST Ly Giao Mùa – mang theo cảm hứng từ những khoảnh khắc đặc trưng khi tiết trời dịu dàng chuyển mình, cũng chính là lúc những chiếc ly size L khoác lên mình “chiếc áo mới”. Katies đã sở hữu được trọn bộ chưa?

BST Ly Giao Mùa gồm ba phiên bản sống động cùng thiết kế tối giản với hiệu ứng chuyển màu mềm mại, nhẹ nhàng:
🌥 Ly Thanh Vân: Trong xanh như bầu trời sớm mai, nơi mây khẽ trôi giữa khoảng không cao rộng.
🌇 Ly Hoàng Hôn: Sắc ửng hồng mơ màng cuối ngày ôm trọn vạn vật.
🌧 Ly Vũ Khúc: Xám dịu như bản hoà ca tí tách của cơn mưa bất chợt giữa đất trời.

💕 Thân mời Katies ghé thăm và chạm vào những chuyển động dịu dàng của thiên nhiên, ôm trọn khoảnh khắc Giao Mùa dịu dàng. BST Ly Giao Mùa sẽ được phục vụ thay thế cho ly size L truyền thống trên toàn hệ thống KATINAT.

(*) Màu ly sẽ được phục vụ ngẫu nhiên để giữ trọn sự bất ngờ, như chính những khoảnh khắc bất chợt của tiết trời giao mùa.",katinat,2025-05-02 09:00:52,2025-05-02,9.0,Friday,morning_6_11,10000,695,65,,10760,,0.0645910780669145,,positive,2,app_payment_promotion,True,other,1024,False,10770.0
2855,facebook_posts_clean.csv,facebook,post,"KATINAT CHÍNH THỨC RA MẮT NHÀI SỮA CẦU MAY  MỪNG TẾT BÍNH NGỌ​
CẦU DỪA ĐẦY ĐỦ, NĂM MỚI ĐỦ ĐẦY!​ 🍃

Tiếp tục trên hành trình trao ""Lộc Mã Cầu May"" đầu năm trọn vẹn, KATINAT chính thức ra mắt phong vị mới - Nhài Sữa Cầu May từ ngày 07/02/2026! ​🧧

Nhài Sữa Cầu May được chắt chiu từ thức quả quen thuộc khơi nguồn cảm hứng từ mâm ngũ quả ngày Tết với ước nguyện ""cầu dừa đủ đầy"", như một lời chúc năm mới viên mãn được KATINAT gửi gắm Katies qua từng tầng hương vị. ​

Hành trình vị giác mở đầu trên nền Trà Sữa Xanh Nhài Tây Bắc thượng hạng, thoảng hương hoa, dịu nhẹ như khoảnh khắc xuân vừa chạm ngõ. Vị Mãng Cầu chua ngọt đặc trưng khẽ đánh thức vị giác bằng dư vị tươi mới, thanh mát vương vấn nơi đầu lưỡi. Đặc biệt, khi thưởng thức cùng “hạt lộc” Trân Châu Dừa Thốt Nốt dai dẻo, dừa sấy giòn sần sật vui miệng, cùng vị ngọt dịu từ đường thốt nốt An Giang hoà quyện, từng ngụm trà trở nên đầy đặn và trọn vẹn hơn. ​

✨ Gửi gắm mong cầu cho một năm mới đủ đầy, KATINAT mời Katies ghé thưởng thức phong vị mới Nhài Sữa Cầu May từ 07/02/2026 nhé!",katinat,2026-02-05 08:59:45,2026-02-05,8.0,Thursday,morning_6_11,10000,466,160,,10626,,0.04385469602860907,,positive,2,app_payment_promotion,True,di_san_chat_luong,1047,False,10636.0
20,facebook_posts_clean.csv,facebook,post,"Phúc Long ""alo"", Tâm Giao “trả lời”... cùng xúng xính “dẫy” Hội Mơ Đào thôi nào!!!

Chị Mơ đã lung linh, em Đào cũng đẹp xinh, đang chờ cả nhà đến Phúc Long chơi hội. Vẫn là những nguyên liệu đặc sản, nhưng ở Hội Mơ Đào, một hương vị mới mẻ đã được ""Ủ"" nên:

✨ Trà Sữa Đông Phương Thạch Mơ Đào: Nền trà Đông Phương Mỹ Nhân là dòng Ô Long đặc biệt, với kỹ thuật lên men sâu, thoảng nốt hương mật ong và hoa chín tự nhiên, tạo nên vị trà sữa êm mượt, kèm chút ""tinh nghịch"" vui miệng từ thạch Mơ Đào dai giòn. 
✨ Trà Đông Phương Mơ Đào: Vừa có nốt chua nhẹ từ Mơ ngâm, vừa có hương Đào thanh mát. Tất cả hoà cùng vị ngọt hậu của trà Đông Phương Mỹ Nhân đặc sản.
✨ Cà Phê Mơ Đào: Dành cho những “Mỹ Nhân” sành điệu, vị cà phê đậm đà cùng trái cây thanh mát, để lại dư vị chua ngọt dịu nhẹ.

Ba món nước mới được Phúc Long gửi gắm tâm ý, hứa hẹn sẽ là người bạn đồng hành tuyệt vời cho chuyến chơi Hội rực rỡ này. 

Chính thức “lên kệ” 24.04.2026!!!

#PhúcLong  #HộiMơĐào #HươngSắcVịNghệ",phuc_long,2026-04-22 10:35:50,2026-04-22,10.0,Wednesday,morning_6_11,10212,193,188,,10593,,0.01821957896724252,,positive,8,taste_quality|service_store,True,di_san_chat_luong,983,True,10633.0
2922,facebook_posts_clean.csv,facebook,post,"CHÍNH THỨC RA MẮT TOPPING MỚI - TRÂN CHÂU DỪA THỐT NỐT 💛
NĂM MỚI “DỪA ĐỦ ĐẦY, DỪA MAY MẮN” 💛

Khởi đầu cho một hành trình may mắn và viên mãn, KATINAT khai xuân 2026 cùng “hạt lộc đầu năm”, chính thức ra mắt Topping mới - Trân Châu Dừa Thốt Nốt từ 10/01/2026, thay cho lời chúc tròn đầy gửi đến Katies.

Từng viên trân châu được rim chậm trong đường thốt nốt thơm nức, đặc sản trứ danh của vùng đất An Giang, ánh lên sắc mật vàng óng, vị ngọt thanh tự nhiên vương vấn nơi đầu lưỡi. Ẩn bên trong viên trân châu mềm mềm dẻo dai tròn trịa là dừa sấy giòn sựt sựt, để mỗi lần nhai không chỉ là thưởng thức, mà còn là khoảnh khắc trọn vị khi hòa quyện cùng phong vị Trà Sữa đặc trưng của KATINAT.

Thương mời Katies ghé KATINAT, thưởng thức topping Trân Châu Dừa Thốt Nốt cùng Trà Sữa Oolong Nướng hoặc Trà Sữa Oolong Ba Lá yêu thích để khai xuân thêm tròn vị “dừa đủ đầy, dừa may mắn” từ 10/01/2026.",katinat,2026-01-08 09:00:11,2026-01-08,9.0,Thursday,morning_6_11,10000,476,127,,10603,,0.044892954824106386,,positive,3,app_payment_promotion,True,di_san_chat_luong,895,False,10618.0
688,tiktok_videos_clean.csv,tiktok,post,,katinat,2024-12-26 17:01:07,2024-12-26,17.0,Thursday,afternoon_14_18,5856,243,4243,235500.0,10342,0.04391507430997877,0.02349642235544382,0.018016985138004246,neutral,0,none,False,other,0,False,10577.5
578,tiktok_videos_clean.csv,tiktok,post,,highlands,2023-05-16 14:57:57,2023-05-16,14.0,Tuesday,afternoon_14_18,5299,37,128,5100000.0,5464,0.001071372549019608,0.006771595900439239,2.5098039215686273e-05,neutral,0,none,False,other,0,False,10564.0
589,tiktok_videos_clean.csv,tiktok,post,,highlands,2023-01-19 13:55:31,2023-01-19,13.0,Thursday,lunch_11_14,3385,23,59,7000000.0,3467,0.0004952857142857143,0.006633977502163254,8.428571428571429e-06,neutral,0,none,False,other,0,False,10467.0
2440,facebook_posts_clean.csv,facebook,post,"💗 PHINĐI MATCHA DÂU & PHINĐI DỪA MÔN RA MẮT 💜

Đầu năm, PhinĐI đặc biệt cho ra mắt bộ đôi cực kì ngọt ngào.

1. PhinĐI Dừa Môn – chút sâu lắng từ cà phê phin hoà quyện với khoai môn ngọt bùi cùng dừa non béo thanh, thêm lớp bọt kem sánh mịn và dừa khô giòn tan,  cho bạn ngày mới ngọt ngào.

2. PhinĐI Matcha Dâu – sự kết hợp sáng tạo từ cà phê phin với vị dâu ngọt thanh, thêm lớp bọt kem matcha sánh mịn và topping thạch trà xanh, cho bạn ngày mới hứng khởi.
 
Chính thức mở bán từ hôm nay. Cùng lên lịch ghé Highlands Coffee gần nhất để UỐNG PhinĐI nhé các Highlandser.

**Một số thành phố, khu vực nhất định sẽ mở bán sớm nhất trong thời gian tới

#PhinĐI #UốngĐI #HighlandsCoffee",highlands,2025-02-10 07:01:07,2025-02-10,7.0,Monday,morning_6_11,8705,1546,154,,10405,,0.148582412301778,,positive,2,app_payment_promotion,True,di_san_chat_luong,684,False,10415.0
